EntryID,term,aspect,accession,tax_id
Q9NS26,GO:0005634,C,Q9NS26,9606
Q9NS26,GO:0005737,C,Q9NS26,9606
Q9NS26,GO:0007283,P,Q9NS26,9606
Q9NS26,GO:0005515,F,Q9NS26,9606
Q96CM3,GO:0009982,F,Q96CM3,9606
Q96CM3,GO:1990481,P,Q96CM3,9606
Q96CM3,GO:0070131,P,Q96CM3,9606
Q96CM3,GO:0035770,C,Q96CM3,9606
Q96CM3,GO:0005739,C,Q96CM3,9606
Q96CM3,GO:0005759,C,Q96CM3,9606
Q96CM3,GO:0000049,F,Q96CM3,9606
Q96CM3,GO:1990400,F,Q96CM3,9606
Q96CM3,GO:0031118,P,Q96CM3,9606
Q96CM3,GO:0070902,P,Q96CM3,9606
Q96CM3,GO:0005515,F,Q96CM3,9606
Q96CM3,GO:0005654,C,Q96CM3,9606
Q96CM3,GO:0003723,F,Q96CM3,9606
O94708,GO:0005634,C,O94708,284812
Q64335,GO:0030246,F,Q64335,10116
Q42371,GO:0005886,C,Q42371,3702
Q42371,GO:0004674,F,Q42371,3702
Q42371,GO:0001558,P,Q42371,3702
Q42371,GO:0051302,P,Q42371,3702
Q42371,GO:0042742,P,Q42371,3702
Q42371,GO:0009664,P,Q42371,3702
Q42371,GO:0009944,P,Q42371,3702
Q42371,GO:0010148,P,Q42371,3702
Q42371,GO:0048281,P,Q42371,3702
Q42371,GO:0005102,F,Q42371,3702
Q42371,GO:0005515,F,Q42371,3702
Q42371,GO:0033612,F,Q42371,3702
Q42371,GO:0042659,P,Q42371,3702
Q42371,GO:1904159,P,Q42371,3702
Q42371,GO:0005739,C,Q42371,3702
Q42371,GO:0009965,P,Q42371,3702
Q42371,GO:0010087,P,Q42371,3702
Q42371,GO:0010103,P,Q42371,3702
Q42371,GO:1905421,P,Q42371,3702
Q42371,GO:0030155,P,Q42371,3702
Q42371,GO:0050832,P,Q42371,3702
Q42371,GO:0070370,P,Q42371,3702
Q42371,GO:0042277,F,Q42371,3702
P08648,GO:0005925,C,P08648,9606
P08648,GO:0001726,C,P08648,9606
P08648,GO:0033627,P,P08648,9606
P08648,GO:0005886,C,P08648,9606
P08648,GO:0009986,C,P08648,9606
P08648,GO:0034674,C,P08648,9606
P08648,GO:0007155,P,P08648,9606
P08648,GO:0005515,F,P08648,9606
P08648,GO:0008305,C,P08648,9606
P08648,GO:0032587,C,P08648,9606
P08648,GO:0005911,C,P08648,9606
P08648,GO:0035313,P,P08648,9606
P08648,GO:0001525,P,P08648,9606
P08648,GO:0043184,F,P08648,9606
P08648,GO:0005161,F,P08648,9606
P08648,GO:0071062,C,P08648,9606
P08648,GO:0030949,P,P08648,9606
P08648,GO:1903672,P,P08648,9606
P08648,GO:1900748,P,P08648,9606
P08648,GO:0007229,P,P08648,9606
P08648,GO:0005509,F,P08648,9606
P08648,GO:0023035,P,P08648,9606
P08648,GO:0034113,P,P08648,9606
P08648,GO:0035987,P,P08648,9606
P08648,GO:2000811,P,P08648,9606
P08648,GO:0031589,P,P08648,9606
Q10R54,GO:0042950,F,Q10R54,39947
Q10R54,GO:0005364,F,Q10R54,39947
Q10R54,GO:0008506,F,Q10R54,39947
Q10R54,GO:0015768,P,Q10R54,39947
Q10R54,GO:0015770,P,Q10R54,39947
Q10R54,GO:0009846,P,Q10R54,39947
Q5VZK9,GO:0044354,C,Q5VZK9,9606
Q5VZK9,GO:0005886,C,Q5VZK9,9606
Q5VZK9,GO:0031252,C,Q5VZK9,9606
Q5VZK9,GO:0030335,P,Q5VZK9,9606
Q5VZK9,GO:0044351,P,Q5VZK9,9606
Q5VZK9,GO:0051639,P,Q5VZK9,9606
Q5VZK9,GO:0005515,F,Q5VZK9,9606
Q5VZK9,GO:0005829,C,Q5VZK9,9606
Q5VZK9,GO:0030027,C,Q5VZK9,9606
Q5VZK9,GO:0016477,P,Q5VZK9,9606
Q5VZK9,GO:0030032,P,Q5VZK9,9606
Q5VZK9,GO:0031529,P,Q5VZK9,9606
Q5VZK9,GO:0046415,P,Q5VZK9,9606
Q5VZK9,GO:0016607,C,Q5VZK9,9606
Q5VZK9,GO:0044877,F,Q5VZK9,9606
Q5VZK9,GO:1902745,P,Q5VZK9,9606
Q5VZK9,GO:0070062,C,Q5VZK9,9606
Q5VZK9,GO:1900026,P,Q5VZK9,9606
Q5VZK9,GO:0051496,P,Q5VZK9,9606
P33590,GO:0005515,F,P33590,83333
P33590,GO:0030288,C,P33590,83333
P33590,GO:0051540,F,P33590,83333
P33590,GO:0050919,P,P33590,83333
P33590,GO:0042597,C,P33590,83333
P33590,GO:0046914,F,P33590,83333
P33590,GO:0016151,F,P33590,83333
P33590,GO:0020037,F,P33590,83333
P9WM19,GO:0005886,C,P9WM19,83332
P40205,GO:0033673,P,P40205,9606
P40205,GO:0005634,C,P40205,9606
P40205,GO:0005737,C,P40205,9606
P40205,GO:0031647,P,P40205,9606
P40205,GO:0005515,F,P40205,9606
P40205,GO:0043066,P,P40205,9606
P40205,GO:0050821,P,P40205,9606
P40205,GO:0030335,P,P40205,9606
P32803,GO:0005783,C,P32803,559292
P32803,GO:0030134,C,P32803,559292
P32803,GO:0016050,P,P32803,559292
P32803,GO:0006621,P,P32803,559292
P32803,GO:0006888,P,P32803,559292
P32803,GO:0005515,F,P32803,559292
Q09840,GO:0009897,C,Q09840,284812
Q811P8,GO:0014069,C,Q811P8,10090
Q811P8,GO:0005515,F,Q811P8,10090
Q811P8,GO:0005938,C,Q811P8,10090
Q811P8,GO:0015629,C,Q811P8,10090
P22004,GO:0150005,C,P22004,9606
P22004,GO:0043117,P,P22004,9606
P22004,GO:1902533,P,P22004,9606
P22004,GO:1903392,P,P22004,9606
P22004,GO:2000048,P,P22004,9606
P22004,GO:0030509,P,P22004,9606
P22004,GO:0010628,P,P22004,9606
P22004,GO:0070700,F,P22004,9606
P22004,GO:0046982,F,P22004,9606
P22004,GO:0005615,C,P22004,9606
P22004,GO:0060586,P,P22004,9606
P22004,GO:0001501,P,P22004,9606
P22004,GO:0030501,P,P22004,9606
P22004,GO:0003323,P,P22004,9606
P22004,GO:0050679,P,P22004,9606
P22004,GO:0045669,P,P22004,9606
P22004,GO:0060348,P,P22004,9606
P22004,GO:0060391,P,P22004,9606
P22004,GO:0045944,P,P22004,9606
P22004,GO:0006955,P,P22004,9606
P22004,GO:0071773,P,P22004,9606
P22004,GO:0032349,P,P22004,9606
P22004,GO:0005515,F,P22004,9606
Q5VQG4,GO:0047274,F,Q5VQG4,39947
P10362,GO:0030141,C,P10362,10116
O17286,GO:0016602,C,O17286,6239
O17286,GO:0043204,C,O17286,6239
O17286,GO:0005737,C,O17286,6239
O17286,GO:0009888,P,O17286,6239
O17286,GO:0010468,P,O17286,6239
O17286,GO:0001217,F,O17286,6239
O17286,GO:0000122,P,O17286,6239
O17286,GO:0005515,F,O17286,6239
O35717,GO:0140031,F,O35717,10090
O35717,GO:0060400,P,O35717,10090
O35717,GO:0005515,F,O35717,10090
O35717,GO:0045666,P,O35717,10090
O35717,GO:0040015,P,O35717,10090
O35717,GO:0007259,P,O35717,10090
O35717,GO:0007595,P,O35717,10090
O35717,GO:0046426,P,O35717,10090
O35717,GO:0060749,P,O35717,10090
O35717,GO:0035556,P,O35717,10090
O35717,GO:0040014,P,O35717,10090
O35717,GO:0005131,F,O35717,10090
P82910,GO:0001666,P,P82910,7227
P82910,GO:0035080,P,P82910,7227
P82910,GO:0009408,P,P82910,7227
Q8N4Y2,GO:0002115,P,Q8N4Y2,9606
Q8N4Y2,GO:0005515,F,Q8N4Y2,9606
Q9EYX5,GO:0042802,F,Q9EYX5,99287
Q96SN8,GO:0043015,F,Q96SN8,9606
Q96SN8,GO:0005516,F,Q96SN8,9606
Q96SN8,GO:0035371,C,Q96SN8,9606
Q96SN8,GO:0005813,C,Q96SN8,9606
Q96SN8,GO:0000931,C,Q96SN8,9606
Q96SN8,GO:0045893,P,Q96SN8,9606
Q96SN8,GO:0031023,P,Q96SN8,9606
Q96SN8,GO:0031116,P,Q96SN8,9606
Q96SN8,GO:0007098,P,Q96SN8,9606
Q96SN8,GO:0007099,P,Q96SN8,9606
Q96SN8,GO:0005515,F,Q96SN8,9606
Q96SN8,GO:0015631,F,Q96SN8,9606
Q96SN8,GO:0005829,C,Q96SN8,9606
Q96SN8,GO:0036064,C,Q96SN8,9606
Q96SN8,GO:0005794,C,Q96SN8,9606
Q96SN8,GO:0030054,C,Q96SN8,9606
Q96SN8,GO:0001578,P,Q96SN8,9606
Q96SN8,GO:0008017,F,Q96SN8,9606
Q96SN8,GO:0048471,C,Q96SN8,9606
Q96SN8,GO:0000242,C,Q96SN8,9606
Q96SN8,GO:0000922,C,Q96SN8,9606
Q96SN8,GO:0005737,C,Q96SN8,9606
Q96SN8,GO:0005874,C,Q96SN8,9606
Q96SN8,GO:0090266,P,Q96SN8,9606
Q96SN8,GO:0000976,F,Q96SN8,9606
Q96SN8,GO:0000226,P,Q96SN8,9606
Q96SN8,GO:0070062,C,Q96SN8,9606
Q96SN8,GO:0007059,P,Q96SN8,9606
Q96SN8,GO:0019901,F,Q96SN8,9606
Q6ID99,GO:0005634,C,Q6ID99,3702
P54791,GO:0005656,C,P54791,559292
P54791,GO:0005664,C,P54791,559292
P54791,GO:0031261,C,P54791,559292
P54791,GO:0030466,P,P54791,559292
P54791,GO:0006267,P,P54791,559292
P54791,GO:0003688,F,P54791,559292
P54791,GO:0006270,P,P54791,559292
P54791,GO:0005654,C,P54791,559292
P54791,GO:0005515,F,P54791,559292
P54791,GO:0005634,C,P54791,559292
P84092,GO:0043195,C,P84092,10116
P84092,GO:0065003,P,P84092,10116
P84092,GO:0002092,P,P84092,10116
P84092,GO:1900244,P,P84092,10116
P84092,GO:0005515,F,P84092,10116
P84092,GO:0005886,C,P84092,10116
P84092,GO:0005048,F,P84092,10116
P84092,GO:0050750,F,P84092,10116
P84092,GO:0030122,C,P84092,10116
P84092,GO:0098978,C,P84092,10116
P84092,GO:0098884,P,P84092,10116
P84092,GO:0098894,C,P84092,10116
P84092,GO:0048488,P,P84092,10116
P84092,GO:0008021,C,P84092,10116
Q9HGN4,GO:0000785,C,Q9HGN4,284812
Q9HGN4,GO:0030998,C,Q9HGN4,284812
Q9HGN4,GO:0010780,P,Q9HGN4,284812
Q9HGN4,GO:0005634,C,Q9HGN4,284812
Q9HGN4,GO:0005829,C,Q9HGN4,284812
Q8TDX7,GO:0005515,F,Q8TDX7,9606
Q96IV0,GO:0000224,F,Q96IV0,9606
Q96IV0,GO:0005829,C,Q96IV0,9606
Q96IV0,GO:0006457,P,Q96IV0,9606
Q96IV0,GO:0005515,F,Q96IV0,9606
Q96IV0,GO:0005737,C,Q96IV0,9606
Q96IV0,GO:0006516,P,Q96IV0,9606
Q8W3L9,GO:0043565,F,Q8W3L9,39947
Q8W3L9,GO:0005634,C,Q8W3L9,39947
Q8W3L9,GO:0010104,P,Q8W3L9,39947
Q8W3L9,GO:1903034,P,Q8W3L9,39947
Q8W3L9,GO:0045893,P,Q8W3L9,39947
Q8W3L9,GO:0003700,F,Q8W3L9,39947
Q8W3L9,GO:1901001,P,Q8W3L9,39947
O15534,GO:0032922,P,O15534,9606
O15534,GO:0005737,C,O15534,9606
O15534,GO:0007623,P,O15534,9606
O15534,GO:0042634,P,O15534,9606
O15534,GO:0005515,F,O15534,9606
O15534,GO:0031625,F,O15534,9606
O15534,GO:0019900,F,O15534,9606
O15534,GO:0009649,P,O15534,9606
O15534,GO:0070888,F,O15534,9606
O15534,GO:0000978,F,O15534,9606
O15534,GO:0005654,C,O15534,9606
O15534,GO:0005829,C,O15534,9606
Q9EQH7,GO:0008146,F,Q9EQH7,10090
Q9EQH7,GO:0015016,F,Q9EQH7,10090
Q9EQH7,GO:0019213,F,Q9EQH7,10090
Q9EQH7,GO:0050119,F,Q9EQH7,10090
Q9EQH7,GO:0015012,P,Q9EQH7,10090
Q62059,GO:0031012,C,Q62059,10090
Q62059,GO:0007507,P,Q62059,10090
Q62059,GO:0019903,F,Q62059,10090
Q62059,GO:0001657,P,Q62059,10090
Q9NVR0,GO:0005829,C,Q9NVR0,9606
Q9NVR0,GO:0005515,F,Q9NVR0,9606
Q12247,GO:0005634,C,Q12247,559292
Q12247,GO:0005730,C,Q12247,559292
Q12247,GO:0000462,P,Q12247,559292
Q12247,GO:0032040,C,Q12247,559292
Q80WJ7,GO:0005515,F,Q80WJ7,10090
Q80WJ7,GO:0048471,C,Q80WJ7,10090
Q80WJ7,GO:0005730,C,Q80WJ7,10090
Q80WJ7,GO:0005783,C,Q80WJ7,10090
Q80WJ7,GO:0005789,C,Q80WJ7,10090
O18836,GO:0048147,P,O18836,9913
P84913,GO:0005615,C,P84913,71413
P84913,GO:0042381,P,P84913,71413
Q95749,GO:0009536,C,Q95749,3702
Q95749,GO:0005515,F,Q95749,3702
Q9VKM1,GO:0043073,C,Q9VKM1,7227
Q9VKM1,GO:0043186,C,Q9VKM1,7227
Q9VKM1,GO:0070725,C,Q9VKM1,7227
Q9VKM1,GO:0000785,C,Q9VKM1,7227
Q9VKM1,GO:0000791,C,Q9VKM1,7227
Q9VKM1,GO:0000792,C,Q9VKM1,7227
Q9VKM1,GO:0005634,C,Q9VKM1,7227
Q9VKM1,GO:0005654,C,Q9VKM1,7227
Q9VKM1,GO:0005737,C,Q9VKM1,7227
Q9VKM1,GO:0005829,C,Q9VKM1,7227
Q9VKM1,GO:0010369,C,Q9VKM1,7227
Q9VKM1,GO:0004521,F,Q9VKM1,7227
Q9VKM1,GO:0034584,F,Q9VKM1,7227
Q9VKM1,GO:0010526,P,Q9VKM1,7227
Q9VKM1,GO:0016441,P,Q9VKM1,7227
Q9VKM1,GO:0031047,P,Q9VKM1,7227
Q9VKM1,GO:0140990,P,Q9VKM1,7227
Q9VKM1,GO:0140991,P,Q9VKM1,7227
Q9VKM1,GO:0141005,P,Q9VKM1,7227
Q9VKM1,GO:0031507,P,Q9VKM1,7227
Q9VKM1,GO:0141006,P,Q9VKM1,7227
Q9VKM1,GO:0007279,P,Q9VKM1,7227
Q9VKM1,GO:0007294,P,Q9VKM1,7227
Q9VKM1,GO:0005515,F,Q9VKM1,7227
Q9VKM1,GO:0090571,C,Q9VKM1,7227
Q9VKM1,GO:0031490,F,Q9VKM1,7227
Q9VKM1,GO:0032991,C,Q9VKM1,7227
Q9VKM1,GO:0030718,P,Q9VKM1,7227
Q9VKM1,GO:0003723,F,Q9VKM1,7227
Q9VKM1,GO:0048132,P,Q9VKM1,7227
Q9VKM1,GO:0048133,P,Q9VKM1,7227
Q9VKM1,GO:0048477,P,Q9VKM1,7227
Q9VKM1,GO:0007283,P,Q9VKM1,7227
P37639,GO:0042803,F,P37639,83333
P37639,GO:0006351,P,P37639,83333
P37639,GO:0000987,F,P37639,83333
P37639,GO:0045893,P,P37639,83333
P37639,GO:0001216,F,P37639,83333
P37639,GO:0006974,P,P37639,83333
Q5VSY0,GO:0042802,F,Q5VSY0,9606
Q5VSY0,GO:0005515,F,Q5VSY0,9606
P39705,GO:0005543,F,P39705,559292
P39705,GO:0005634,C,P39705,559292
P39705,GO:0005829,C,P39705,559292
P39705,GO:0005643,C,P39705,559292
P39705,GO:0044613,C,P39705,559292
P39705,GO:0044615,C,P39705,559292
P39705,GO:0017056,F,P39705,559292
P39705,GO:0006607,P,P39705,559292
P39705,GO:0060188,P,P39705,559292
P39705,GO:0000972,P,P39705,559292
P39705,GO:0000973,P,P39705,559292
P39705,GO:0034398,P,P39705,559292
P39705,GO:0016973,P,P39705,559292
P39705,GO:0030466,P,P39705,559292
P39705,GO:0031990,P,P39705,559292
P39705,GO:0051276,P,P39705,559292
P39705,GO:0006302,P,P39705,559292
P39705,GO:0006611,P,P39705,559292
P39705,GO:0006913,P,P39705,559292
P39705,GO:0008298,P,P39705,559292
P39705,GO:0005515,F,P39705,559292
P0A772,GO:0010181,F,P0A772,83333
P0A772,GO:0005515,F,P0A772,83333
P34696,GO:0005797,C,P34696,6239
P34696,GO:0009408,P,P34696,6239
P34696,GO:0030968,P,P34696,6239
P34696,GO:0036498,P,P34696,6239
P34696,GO:0050829,P,P34696,6239
Q08CK7,GO:2000345,P,Q08CK7,7955
Q08CK7,GO:0003407,P,Q08CK7,7955
Q3V0K9,GO:0032420,C,Q3V0K9,10090
Q3V0K9,GO:0060088,P,Q3V0K9,10090
Q3V0K9,GO:0060121,P,Q3V0K9,10090
Q3V0K9,GO:1990357,C,Q3V0K9,10090
Q3V0K9,GO:0005737,C,Q3V0K9,10090
Q3V0K9,GO:1902896,P,Q3V0K9,10090
Q3V0K9,GO:0005515,F,Q3V0K9,10090
Q3V0K9,GO:0005829,C,Q3V0K9,10090
Q3V0K9,GO:0005903,C,Q3V0K9,10090
Q3V0K9,GO:0001951,P,Q3V0K9,10090
Q3V0K9,GO:0040018,P,Q3V0K9,10090
Q3V0K9,GO:1903078,P,Q3V0K9,10090
Q3V0K9,GO:0032532,P,Q3V0K9,10090
P40018,GO:0005682,C,P40018,559292
P40018,GO:0005685,C,P40018,559292
P40018,GO:0046540,C,P40018,559292
P40018,GO:0071004,C,P40018,559292
P40018,GO:0005515,F,P40018,559292
P40018,GO:0036261,P,P40018,559292
P40018,GO:0000974,C,P40018,559292
P40018,GO:0005687,C,P40018,559292
P40018,GO:0000398,P,P40018,559292
O55103,GO:0005886,C,O55103,10090
Q57904,GO:0036094,F,Q57904,243232
P38330,GO:0031966,C,P38330,559292
P38330,GO:0000932,C,P38330,559292
P38330,GO:0009060,P,P38330,559292
P38330,GO:0005737,C,P38330,559292
P38330,GO:0005739,C,P38330,559292
P38330,GO:0003729,F,P38330,559292
Q01543,GO:0005654,C,Q01543,9606
Q01543,GO:0005829,C,Q01543,9606
Q01543,GO:0016604,C,Q01543,9606
P20023,GO:0005886,C,P20023,9606
P20023,GO:0042113,P,P20023,9606
P20023,GO:0004888,F,P20023,9606
P20023,GO:0140374,P,P20023,9606
P20023,GO:0046718,P,P20023,9606
P20023,GO:0060337,P,P20023,9606
P20023,GO:0006957,P,P20023,9606
P20023,GO:0042803,F,P20023,9606
P20023,GO:0043235,C,P20023,9606
P20023,GO:0034987,F,P20023,9606
P20023,GO:0005515,F,P20023,9606
P20023,GO:0004875,F,P20023,9606
P20023,GO:0042100,P,P20023,9606
P20023,GO:0030183,P,P20023,9606
P20023,GO:0001848,F,P20023,9606
P20023,GO:0003677,F,P20023,9606
P20023,GO:0070062,C,P20023,9606
Q24141,GO:0000775,C,Q24141,7227
Q24141,GO:0000779,C,Q24141,7227
Q24141,GO:0005694,C,Q24141,7227
Q24141,GO:0005721,C,Q24141,7227
Q24141,GO:0007065,P,Q24141,7227
Q24141,GO:0045132,P,Q24141,7227
Q24141,GO:0007062,P,Q24141,7227
Q24141,GO:0007140,P,Q24141,7227
Q24141,GO:0007143,P,Q24141,7227
Q9QX47,GO:0005515,F,Q9QX47,10090
Q9QX47,GO:0050733,F,Q9QX47,10090
Q5FVC7,GO:0010008,C,Q5FVC7,10116
Q5FVC7,GO:1990090,P,Q5FVC7,10116
Q5FVC7,GO:0032456,P,Q5FVC7,10116
O59682,GO:0005783,C,O59682,284812
P24155,GO:0008233,F,P24155,10116
P24155,GO:0043171,P,P24155,10116
P24155,GO:0042277,F,P24155,10116
P24155,GO:0004222,F,P24155,10116
P24155,GO:0006508,P,P24155,10116
P17012,GO:0001541,P,P17012,10090
P17012,GO:0035264,P,P17012,10090
P17012,GO:0009566,P,P17012,10090
P17012,GO:0009791,P,P17012,10090
P17012,GO:0048599,P,P17012,10090
P17012,GO:0048872,P,P17012,10090
P17012,GO:0007281,P,P17012,10090
P17012,GO:0007283,P,P17012,10090
P17012,GO:0060746,P,P17012,10090
Q8WY91,GO:0062213,F,Q8WY91,9606
Q8WY91,GO:0070026,F,Q8WY91,9606
Q8WY91,GO:0042126,P,Q8WY91,9606
Q8WY91,GO:0006570,P,Q8WY91,9606
Q8WY91,GO:0042802,F,Q8WY91,9606
Q8WY91,GO:0005515,F,Q8WY91,9606
Q8WY91,GO:0005654,C,Q8WY91,9606
Q8WY91,GO:0005829,C,Q8WY91,9606
Q8WY91,GO:0020037,F,Q8WY91,9606
Q9UKV3,GO:0016607,C,Q9UKV3,9606
Q9UKV3,GO:0061574,C,Q9UKV3,9606
Q9UKV3,GO:0005654,C,Q9UKV3,9606
Q9UKV3,GO:0005829,C,Q9UKV3,9606
Q9UKV3,GO:0005515,F,Q9UKV3,9606
Q9UKV3,GO:0005886,C,Q9UKV3,9606
Q9UKV3,GO:0005634,C,Q9UKV3,9606
Q9UKV3,GO:0030218,P,Q9UKV3,9606
Q9UKV3,GO:0030263,P,Q9UKV3,9606
Q9UKV3,GO:0045657,P,Q9UKV3,9606
Q9UKV3,GO:0003723,F,Q9UKV3,9606
P0A800,GO:0005829,C,P0A800,83333
P0A800,GO:0065003,P,P0A800,83333
P0A800,GO:0001000,F,P0A800,83333
P0A800,GO:0030880,C,P0A800,83333
P0A800,GO:2000142,P,P0A800,83333
P0A800,GO:0031564,P,P0A800,83333
P0A800,GO:0006352,P,P0A800,83333
P0A800,GO:0000345,C,P0A800,83333
O23024,GO:0009723,P,O23024,3702
P25036,GO:0000328,C,P25036,559292
P25036,GO:0005783,C,P25036,559292
Q16760,GO:0005886,C,Q16760,9606
Q16760,GO:0031410,C,Q16760,9606
Q16760,GO:0005829,C,Q16760,9606
Q16760,GO:0042802,F,Q16760,9606
Q16760,GO:0005515,F,Q16760,9606
Q96M94,GO:0005634,C,Q96M94,9606
Q96M94,GO:2000042,P,Q96M94,9606
Q96M94,GO:0031463,C,Q96M94,9606
Q96M94,GO:0006511,P,Q96M94,9606
Q96M94,GO:0071630,P,Q96M94,9606
Q96M94,GO:1990756,F,Q96M94,9606
Q96M94,GO:0005515,F,Q96M94,9606
Q12931,GO:0009386,P,Q12931,9606
Q12931,GO:0005739,C,Q12931,9606
Q12931,GO:1903427,P,Q12931,9606
Q12931,GO:0006457,P,Q12931,9606
Q12931,GO:0019901,F,Q12931,9606
Q12931,GO:0005743,C,Q12931,9606
Q12931,GO:0005759,C,Q12931,9606
Q12931,GO:1901856,P,Q12931,9606
Q12931,GO:0005515,F,Q12931,9606
Q12931,GO:0005654,C,Q12931,9606
Q12931,GO:0016020,C,Q12931,9606
Q12931,GO:0003723,F,Q12931,9606
P19813,GO:0016020,C,P19813,9986
P19813,GO:0004555,F,P19813,9986
P19813,GO:0005993,P,P19813,9986
P19813,GO:0005886,C,P19813,9986
O15409,GO:0005515,F,O15409,9606
O15409,GO:0042802,F,O15409,9606
O15409,GO:0043565,F,O15409,9606
O15409,GO:0021987,P,O15409,9606
O15409,GO:0045892,P,O15409,9606
O15409,GO:0003700,F,O15409,9606
O15409,GO:0042803,F,O15409,9606
O15409,GO:0003677,F,O15409,9606
O15409,GO:0021757,P,O15409,9606
O15409,GO:0021758,P,O15409,9606
Q587E3,GO:0005737,C,Q587E3,185431
Q587E3,GO:0010608,P,Q587E3,185431
Q587E3,GO:0003729,F,Q587E3,185431
Q9VII1,GO:0016020,C,Q9VII1,7227
Q9VII1,GO:0005886,C,Q9VII1,7227
Q9VII1,GO:1904057,P,Q9VII1,7227
Q9VII1,GO:0032589,C,Q9VII1,7227
Q9VII1,GO:0032809,C,Q9VII1,7227
P30371,GO:0003198,P,P30371,9031
P30371,GO:0001654,P,P30371,9031
P30371,GO:0001756,P,P30371,9031
P30371,GO:0005615,C,P30371,9031
P30371,GO:0009615,P,P30371,9031
P30371,GO:0009792,P,P30371,9031
P30371,GO:0021915,P,P30371,9031
P30371,GO:0030324,P,P30371,9031
P30371,GO:0048536,P,P30371,9031
P30371,GO:0048566,P,P30371,9031
P30371,GO:0048568,P,P30371,9031
P30371,GO:0007507,P,P30371,9031
P30371,GO:0007519,P,P30371,9031
P30371,GO:0008584,P,P30371,9031
P30371,GO:0008585,P,P30371,9031
P30371,GO:0060416,P,P30371,9031
P30371,GO:0042127,P,P30371,9031
P30371,GO:0007162,P,P30371,9031
P30371,GO:0048513,P,P30371,9031
P30371,GO:0007399,P,P30371,9031
P30371,GO:0008406,P,P30371,9031
P30371,GO:0051216,P,P30371,9031
P30371,GO:0060317,P,P30371,9031
Q6QNY1,GO:0099078,C,Q6QNY1,9606
Q6QNY1,GO:0032418,P,Q6QNY1,9606
Q6QNY1,GO:0005515,F,Q6QNY1,9606
Q6QNY1,GO:0031083,C,Q6QNY1,9606
Q6QNY1,GO:0043015,F,Q6QNY1,9606
Q6QNY1,GO:0005739,C,Q6QNY1,9606
Q6QNY1,GO:0000930,C,Q6QNY1,9606
Q6QNY1,GO:0097345,P,Q6QNY1,9606
Q6QNY1,GO:0008625,P,Q6QNY1,9606
Q99PW3,GO:0009986,C,Q99PW3,10116
Q99PW3,GO:0004308,F,Q99PW3,10116
Q99PW3,GO:0010976,P,Q99PW3,10116
Q99PW3,GO:2000291,P,Q99PW3,10116
Q99PW3,GO:0005515,F,Q99PW3,10116
Q91WL5,GO:0097267,P,Q91WL5,10090
Q91WL5,GO:0052869,F,Q91WL5,10090
Q91WL5,GO:0018685,F,Q91WL5,10090
Q96QR1,GO:0005515,F,Q96QR1,9606
Q96QR1,GO:0005615,C,Q96QR1,9606
Q96QR1,GO:0070062,C,Q96QR1,9606
Q9P6M8,GO:0008143,F,Q9P6M8,284812
Q9P6M8,GO:0005634,C,Q9P6M8,284812
Q9P6M8,GO:0005737,C,Q9P6M8,284812
Q9P6M8,GO:0003723,F,Q9P6M8,284812
Q9P6M8,GO:0006406,P,Q9P6M8,284812
Q9P6M8,GO:1902373,P,Q9P6M8,284812
Q9P6M8,GO:0048255,P,Q9P6M8,284812
P0A6L9,GO:0005829,C,P0A6L9,83333
P0A6L9,GO:1990230,C,P0A6L9,83333
P0A6L9,GO:0005515,F,P0A6L9,83333
Q9ZVH8,GO:0005634,C,Q9ZVH8,3702
Q9ZVH8,GO:0009408,P,Q9ZVH8,3702
Q9ZVH8,GO:0034243,P,Q9ZVH8,3702
Q9ZVH8,GO:0009739,P,Q9ZVH8,3702
Q9ZVH8,GO:0009845,P,Q9ZVH8,3702
Q9ZVH8,GO:0009910,P,Q9ZVH8,3702
Q9ZVH8,GO:0010162,P,Q9ZVH8,3702
Q80UC6,GO:0042802,F,Q80UC6,10090
Q80UC6,GO:0007189,P,Q80UC6,10090
Q9SF12,GO:0005783,C,Q9SF12,3702
Q9ZUC1,GO:0010319,C,Q9ZUC1,3702
Q9ZUC1,GO:0009409,P,Q9ZUC1,3702
Q9ZUC1,GO:0035671,F,Q9ZUC1,3702
Q9ZUC1,GO:0035798,F,Q9ZUC1,3702
Q9ZUC1,GO:0048046,C,Q9ZUC1,3702
Q9ZUC1,GO:0005634,C,Q9ZUC1,3702
Q9ZUC1,GO:0009507,C,Q9ZUC1,3702
Q9ZUC1,GO:0009570,C,Q9ZUC1,3702
Q9ZUC1,GO:0009579,C,Q9ZUC1,3702
Q9ZUC1,GO:0009941,C,Q9ZUC1,3702
Q5H9E4,GO:0005739,C,Q5H9E4,9606
P50284,GO:0048535,P,P50284,10090
P50284,GO:0043011,P,P50284,10090
P50284,GO:0005515,F,P50284,10090
P50284,GO:0005886,C,P50284,10090
O60099,GO:0005634,C,O60099,284812
O60099,GO:0005829,C,O60099,284812
P49333,GO:0005515,F,P49333,3702
P49333,GO:0005783,C,P49333,3702
P49333,GO:0009651,P,P49333,3702
P49333,GO:0051740,F,P49333,3702
P49333,GO:0010105,P,P49333,3702
P49333,GO:0010182,P,P49333,3702
P49333,GO:0004673,F,P49333,3702
P49333,GO:0006952,P,P49333,3702
P49333,GO:0002237,P,P49333,3702
P49333,GO:0042742,P,P49333,3702
P49333,GO:0009408,P,P49333,3702
P49333,GO:0009625,P,P49333,3702
